,breed,characteristic,rating
4663,Sealyham Terrier,Amount Of Shedding,4
4664,Sealyham Terrier,Drooling Potential,3
4665,Sealyham Terrier,Easy To Groom,1
4666,Sealyham Terrier,General Health,5
4667,Sealyham Terrier,Potential For Weight Gain,3
4668,Sealyham Terrier,Size,2
4669,Sealyham Terrier,Easy To Train,3
4670,Sealyham Terrier,Intelligence,4
4671,Sealyham Terrier,Potential For Mouthiness,2
4672,Sealyham Terrier,Prey Drive,2
4673,Sealyham Terrier,Tendency To Bark Or Howl,2
4674,Sealyham Terrier,Wanderlust Potential,3
4675,Sealyham Terrier,Energy Level,4
4676,Sealyham Terrier,Intensity,2
4677,Sealyham Terrier,Exercise Needs,4
4678,Sealyham Terrier,Potential For Playfulness,4
4679,Shetland Sheepdog,Adapts Well to Apartment Living,2
4680,Shetland Sheepdog,Good For Novice Owners,3
4681,Shetland Sheepdog,Sensitivity Level,5
4682,Shetland Sheepdog,Tolerates Being Alone,2
4683,Shetland Sheepdog,Tolerates Cold Weather,4
4684,Shetland Sheepdog,Tolerates Hot Weather,3
4685,Shetland Sheepdog,Affectionate with Family,5
4686,Shetland Sheepdog,Incredibly Kid Friendly Dogs,5
4687,Shetland Sheepdog,Dog Friendly,4
4688,Shetland Sheepdog,Friendly Toward Strangers,5
4689,Shetland Sheepdog,Amount Of Shedding,5
4690,Shetland Sheepdog,Drooling Potential,1
4691,Shetland Sheepdog,Easy To Groom,2
4692,Shetland Sheepdog,General Health,4
4693,Shetland Sheepdog,Potential For Weight Gain,3
4694,Shetland Sheepdog,Size,1
4695,Shetland Sheepdog,Easy To Train,5
4696,Shetland Sheepdog,Intelligence,5
4697,Shetland Sheepdog,Potential For Mouthiness,1
4698,Shetland Sheepdog,Prey Drive,3
4699,Shetland Sheepdog,Tendency To Bark Or Howl,1
4700,Shetland Sheepdog,Wanderlust Potential,2
4701,Shetland Sheepdog,Energy Level,4
4702,Shetland Sheepdog,Intensity,2
4703,Shetland Sheepdog,Exercise Needs,4
4704,Shetland Sheepdog,Potential For Playfulness,4
4705,Shiba Inu,Adapts Well to Apartment Living,5
4706,Shiba Inu,Good For Novice Owners,4
4707,Shiba Inu,Sensitivity Level,3
4708,Shiba Inu,Tolerates Being Alone,5
4709,Shiba Inu,Tolerates Cold Weather,4
4710,Shiba Inu,Tolerates Hot Weather,3
4711,Shiba Inu,Affectionate with Family,4
4712,Shiba Inu,Incredibly Kid Friendly Dogs,3
4713,Shiba Inu,Dog Friendly,3
4714,Shiba Inu,Friendly Toward Strangers,3
4715,Shiba Inu,Amount Of Shedding,4
4716,Shiba Inu,Drooling Potential,1
4717,Shiba Inu,Easy To Groom,4
4718,Shiba Inu,General Health,3
4719,Shiba Inu,Potential For Weight Gain,2
4720,Shiba Inu,Size,2
4721,Shiba Inu,Easy To Train,2
4722,Shiba Inu,Intelligence,4
4723,Shiba Inu,Potential For Mouthiness,4
4724,Shiba Inu,Prey Drive,3
4725,Shiba Inu,Tendency To Bark Or Howl,4
4726,Shiba Inu,Wanderlust Potential,4
4727,Shiba Inu,Energy Level,4
4728,Shiba Inu,Intensity,2
4729,Shiba Inu,Exercise Needs,3
4730,Shiba Inu,Potential For Playfulness,3
4731,Shih Tzu,Adapts Well to Apartment Living,5
4732,Shih Tzu,Good For Novice Owners,5
4733,Shih Tzu,Sensitivity Level,3
4734,Shih Tzu,Tolerates Being Alone,3
4735,Shih Tzu,Tolerates Cold Weather,3
4736,Shih Tzu,Tolerates Hot Weather,1
4737,Shih Tzu,Affectionate with Family,5
4738,Shih Tzu,Incredibly Kid Friendly Dogs,4
4739,Shih Tzu,Dog Friendly,4
4740,Shih Tzu,Friendly Toward Strangers,5
4741,Shih Tzu,Amount Of Shedding,3
4742,Shih Tzu,Drooling Potential,1
4743,Shih Tzu,Easy To Groom,1
4744,Shih Tzu,General Health,3
4745,Shih Tzu,Potential For Weight Gain,4
4746,Shih Tzu,Size,1
4747,Shih Tzu,Easy To Train,3
4748,Shih Tzu,Intelligence,4
4749,Shih Tzu,Potential For Mouthiness,4
4750,Shih Tzu,Prey Drive,4
4751,Shih Tzu,Tendency To Bark Or Howl,2
4752,Shih Tzu,Wanderlust Potential,2
4753,Shih Tzu,Energy Level,2
4754,Shih Tzu,Intensity,3
4755,Shih Tzu,Exercise Needs,2
4756,Shih Tzu,Potential For Playfulness,4
4757,Siberian Husky,Adapts Well to Apartment Living,2
4758,Siberian Husky,Good For Novice Owners,1
4759,Siberian Husky,Sensitivity Level,4
4760,Siberian Husky,Tolerates Being Alone,1
4761,Siberian Husky,Tolerates Cold Weather,5
4762,Siberian Husky,Tolerates Hot Weather,3
4763,Siberian Husky,Affectionate with Family,5
4764,Siberian Husky,Incredibly Kid Friendly Dogs,5
4765,Siberian Husky,Dog Friendly,5
4766,Siberian Husky,Friendly Toward Strangers,5
4767,Siberian Husky,Amount Of Shedding,3
4768,Siberian Husky,Drooling Potential,3
4769,Siberian Husky,Easy To Groom,2
4770,Siberian Husky,General Health,4
4771,Siberian Husky,Potential For Weight Gain,2
4772,Siberian Husky,Size,3
4773,Siberian Husky,Easy To Train,2
4774,Siberian Husky,Intelligence,3
4775,Siberian Husky,Potential For Mouthiness,4
4776,Siberian Husky,Prey Drive,3
4777,Siberian Husky,Tendency To Bark Or Howl,5
4778,Siberian Husky,Wanderlust Potential,5
4779,Siberian Husky,Energy Level,5
4780,Siberian Husky,Intensity,3
4781,Siberian Husky,Exercise Needs,5
4782,Siberian Husky,Potential For Playfulness,5
4783,Silky Terrier,Adapts Well to Apartment Living,5
4784,Silky Terrier,Good For Novice Owners,3
4785,Silky Terrier,Sensitivity Level,3
4786,Silky Terrier,Tolerates Being Alone,3
4787,Silky Terrier,Tolerates Cold Weather,1
4788,Silky Terrier,Tolerates Hot Weather,4
4789,Silky Terrier,Affectionate with Family,4
4790,Silky Terrier,Incredibly Kid Friendly Dogs,3
4791,Silky Terrier,Dog Friendly,2
4792,Silky Terrier,Friendly Toward Strangers,3
4793,Silky Terrier,Amount Of Shedding,2
4794,Silky Terrier,Drooling Potential,1
4795,Silky Terrier,Easy To Groom,4
4796,Silky Terrier,General Health,4
4797,Silky Terrier,Potential For Weight Gain,3
4798,Silky Terrier,Size,1
4799,Silky Terrier,Easy To Train,4
4800,Silky Terrier,Intelligence,4
4801,Silky Terrier,Potential For Mouthiness,2
4802,Silky Terrier,Prey Drive,5
4803,Silky Terrier,Tendency To Bark Or Howl,4
4804,Silky Terrier,Wanderlust Potential,3
4805,Silky Terrier,Energy Level,4
4806,Silky Terrier,Intensity,4
4807,Silky Terrier,Exercise Needs,3
4808,Silky Terrier,Potential For Playfulness,4
4809,Skye Terrier,Adapts Well to Apartment Living,4
4810,Skye Terrier,Good For Novice Owners,4
4811,Skye Terrier,Sensitivity Level,3
4812,Skye Terrier,Tolerates Being Alone,2
4813,Skye Terrier,Tolerates Cold Weather,4
4814,Skye Terrier,Tolerates Hot Weather,4
4815,Skye Terrier,Affectionate with Family,4
4816,Skye Terrier,Incredibly Kid Friendly Dogs,4
4817,Skye Terrier,Dog Friendly,2
4818,Skye Terrier,Friendly Toward Strangers,5
4819,Skye Terrier,Amount Of Shedding,3
4820,Skye Terrier,Drooling Potential,1
4821,Skye Terrier,Easy To Groom,3
4822,Skye Terrier,General Health,5
4823,Skye Terrier,Potential For Weight Gain,3
4824,Skye Terrier,Size,2
4825,Skye Terrier,Easy To Train,2
4826,Skye Terrier,Intelligence,4
4827,Skye Terrier,Potential For Mouthiness,3
4828,Skye Terrier,Prey Drive,4
4829,Skye Terrier,Tendency To Bark Or Howl,4
4830,Skye Terrier,Wanderlust Potential,4
4831,Skye Terrier,Energy Level,3
4832,Skye Terrier,Intensity,4
4833,Skye Terrier,Exercise Needs,3
4834,Skye Terrier,Potential For Playfulness,4
4835,Sloughi,Adapts Well to Apartment Living,4
4836,Sloughi,Good For Novice Owners,2
4837,Sloughi,Sensitivity Level,4
4838,Sloughi,Tolerates Being Alone,3
4839,Sloughi,Tolerates Cold Weather,2
4840,Sloughi,Tolerates Hot Weather,3
4841,Sloughi,Affectionate with Family,5
4842,Sloughi,Incredibly Kid Friendly Dogs,5
4843,Sloughi,Dog Friendly,4
4844,Sloughi,Friendly Toward Strangers,3
4845,Sloughi,Amount Of Shedding,3
4846,Sloughi,Drooling Potential,1
4847,Sloughi,Easy To Groom,5
4848,Sloughi,General Health,3
4849,Sloughi,Potential For Weight Gain,2
4850,Sloughi,Size,4
4851,Sloughi,Easy To Train,3
4852,Sloughi,Intelligence,4
4853,Sloughi,Potential For Mouthiness,3
4854,Sloughi,Prey Drive,5
4855,Sloughi,Tendency To Bark Or Howl,2
4856,Sloughi,Wanderlust Potential,3
4857,Sloughi,Energy Level,5
4858,Sloughi,Intensity,3
4859,Sloughi,Exercise Needs,5
4860,Sloughi,Potential For Playfulness,3
4861,Small Munsterlander Pointer,Adapts Well to Apartment Living,1
4862,Small Munsterlander Pointer,Good For Novice Owners,2
4863,Small Munsterlander Pointer,Sensitivity Level,3
4864,Small Munsterlander Pointer,Tolerates Being Alone,4
4865,Small Munsterlander Pointer,Tolerates Cold Weather,5
4866,Small Munsterlander Pointer,Tolerates Hot Weather,3
4867,Small Munsterlander Pointer,Affectionate with Family,5
4868,Small Munsterlander Pointer,Incredibly Kid Friendly Dogs,5
4869,Small Munsterlander Pointer,Dog Friendly,5
4870,Small Munsterlander Pointer,Friendly Toward Strangers,4
4871,Small Munsterlander Pointer,Amount Of Shedding,3
4872,Small Munsterlander Pointer,Drooling Potential,1
4873,Small Munsterlander Pointer,Easy To Groom,3
4874,Small Munsterlander Pointer,General Health,5
4875,Small Munsterlander Pointer,Potential For Weight Gain,3
4876,Small Munsterlander Pointer,Size,3
4877,Small Munsterlander Pointer,Easy To Train,5
4878,Small Munsterlander Pointer,Intelligence,5
4879,Small Munsterlander Pointer,Potential For Mouthiness,3
4880,Small Munsterlander Pointer,Prey Drive,5
4881,Small Munsterlander Pointer,Tendency To Bark Or Howl,3
4882,Small Munsterlander Pointer,Wanderlust Potential,4
4883,Small Munsterlander Pointer,Energy Level,4
4884,Small Munsterlander Pointer,Intensity,5
4885,Small Munsterlander Pointer,Exercise Needs,5
4886,Small Munsterlander Pointer,Potential For Playfulness,4
4887,Soft Coated Wheaten Terrier,Adapts Well to Apartment Living,5
4888,Soft Coated Wheaten Terrier,Good For Novice Owners,4
4889,Soft Coated Wheaten Terrier,Sensitivity Level,4
4890,Soft Coated Wheaten Terrier,Tolerates Being Alone,2
4891,Soft Coated Wheaten Terrier,Tolerates Cold Weather,2
4892,Soft Coated Wheaten Terrier,Tolerates Hot Weather,3
4893,Soft Coated Wheaten Terrier,Affectionate with Family,5
4894,Soft Coated Wheaten Terrier,Incredibly Kid Friendly Dogs,5
4895,Soft Coated Wheaten Terrier,Dog Friendly,5
4896,Soft Coated Wheaten Terrier,Friendly Toward Strangers,5
4897,Soft Coated Wheaten Terrier,Amount Of Shedding,2
4898,Soft Coated Wheaten Terrier,Drooling Potential,1
4899,Soft Coated Wheaten Terrier,Easy To Groom,3
4900,Soft Coated Wheaten Terrier,General Health,4
4901,Soft Coated Wheaten Terrier,Potential For Weight Gain,3
4902,Soft Coated Wheaten Terrier,Size,3
4903,Soft Coated Wheaten Terrier,Easy To Train,4
4904,Soft Coated Wheaten Terrier,Intelligence,4
4905,Soft Coated Wheaten Terrier,Potential For Mouthiness,2
4906,Soft Coated Wheaten Terrier,Prey Drive,3
4907,Soft Coated Wheaten Terrier,Tendency To Bark Or Howl,3
4908,Soft Coated Wheaten Terrier,Wanderlust Potential,4
4909,Soft Coated Wheaten Terrier,Energy Level,4
4910,Soft Coated Wheaten Terrier,Intensity,3
4911,Soft Coated Wheaten Terrier,Exercise Needs,4
4912,Soft Coated Wheaten Terrier,Potential For Playfulness,5
4913,Stabyhoun,Adapts Well to Apartment Living,2
4914,Stabyhoun,Good For Novice Owners,3
4915,Stabyhoun,Sensitivity Level,4
4916,Stabyhoun,Tolerates Being Alone,3
4917,Stabyhoun,Tolerates Cold Weather,2
4918,Stabyhoun,Tolerates Hot Weather,2
4919,Stabyhoun,Affectionate with Family,5
4920,Stabyhoun,Incredibly Kid Friendly Dogs,5
4921,Stabyhoun,Dog Friendly,4
4922,Stabyhoun,Friendly Toward Strangers,3
4923,Stabyhoun,Amount Of Shedding,3
4924,Stabyhoun,Drooling Potential,1
4925,Stabyhoun,Easy To Groom,3
4926,Stabyhoun,General Health,5
4927,Stabyhoun,Potential For Weight Gain,3
4928,Stabyhoun,Size,3
4929,Stabyhoun,Easy To Train,5
4930,Stabyhoun,Intelligence,5
4931,Stabyhoun,Potential For Mouthiness,1
4932,Stabyhoun,Prey Drive,4
4933,Stabyhoun,Tendency To Bark Or Howl,3
4934,Stabyhoun,Wanderlust Potential,3
4935,Stabyhoun,Energy Level,3
4936,Stabyhoun,Intensity,4
4937,Stabyhoun,Exercise Needs,4
4938,Stabyhoun,Potential For Playfulness,5
4939,Staffordshire Bull Terrier,Adapts Well to Apartment Living,3
4940,Staffordshire Bull Terrier,Good For Novice Owners,1
4941,Staffordshire Bull Terrier,Sensitivity Level,4
4942,Staffordshire Bull Terrier,Tolerates Being Alone,2
4943,Staffordshire Bull Terrier,Tolerates Cold Weather,3
4944,Staffordshire Bull Terrier,Tolerates Hot Weather,1
4945,Staffordshire Bull Terrier,Affectionate with Family,5
4946,Staffordshire Bull Terrier,Incredibly Kid Friendly Dogs,5
4947,Staffordshire Bull Terrier,Dog Friendly,1
4948,Staffordshire Bull Terrier,Friendly Toward Strangers,5
4949,Staffordshire Bull Terrier,Amount Of Shedding,3
4950,Staffordshire Bull Terrier,Drooling Potential,3
4951,Staffordshire Bull Terrier,Easy To Groom,5
4952,Staffordshire Bull Terrier,General Health,3
4953,Staffordshire Bull Terrier,Potential For Weight Gain,4
4954,Staffordshire Bull Terrier,Size,2
4955,Staffordshire Bull Terrier,Easy To Train,2
4956,Staffordshire Bull Terrier,Intelligence,3
4957,Staffordshire Bull Terrier,Potential For Mouthiness,2
4958,Staffordshire Bull Terrier,Prey Drive,2
4959,Staffordshire Bull Terrier,Tendency To Bark Or Howl,3
4960,Staffordshire Bull Terrier,Wanderlust Potential,4
4961,Staffordshire Bull Terrier,Energy Level,3
4962,Staffordshire Bull Terrier,Intensity,3
4963,Staffordshire Bull Terrier,Exercise Needs,4
4964,Staffordshire Bull Terrier,Potential For Playfulness,5
4965,Standard Schnauzer,Adapts Well to Apartment Living,4
4966,Standard Schnauzer,Good For Novice Owners,2
4967,Standard Schnauzer,Sensitivity Level,4
4968,Standard Schnauzer,Tolerates Being Alone,2
4969,Standard Schnauzer,Tolerates Cold Weather,4
4970,Standard Schnauzer,Tolerates Hot Weather,4
4971,Standard Schnauzer,Affectionate with Family,4
4972,Standard Schnauzer,Incredibly Kid Friendly Dogs,4
4973,Standard Schnauzer,Dog Friendly,3
4974,Standard Schnauzer,Friendly Toward Strangers,2
4975,Standard Schnauzer,Amount Of Shedding,1
4976,Standard Schnauzer,Drooling Potential,1
4977,Standard Schnauzer,Easy To Groom,2
4978,Standard Schnauzer,General Health,5
4979,Standard Schnauzer,Potential For Weight Gain,1
4980,Standard Schnauzer,Size,3
4981,Standard Schnauzer,Easy To Train,3
4982,Standard Schnauzer,Intelligence,5
4983,Standard Schnauzer,Potential For Mouthiness,3
4984,Standard Schnauzer,Prey Drive,5
4985,Standard Schnauzer,Tendency To Bark Or Howl,2
4986,Standard Schnauzer,Wanderlust Potential,5
4987,Standard Schnauzer,Energy Level,5
4988,Standard Schnauzer,Intensity,3
4989,Standard Schnauzer,Exercise Needs,5
4990,Standard Schnauzer,Potential For Playfulness,5
4991,Sussex Spaniel,Adapts Well to Apartment Living,5
4992,Sussex Spaniel,Good For Novice Owners,5
4993,Sussex Spaniel,Sensitivity Level,5
4994,Sussex Spaniel,Tolerates Being Alone,1
4995,Sussex Spaniel,Tolerates Cold Weather,5
4996,Sussex Spaniel,Tolerates Hot Weather,5
4997,Sussex Spaniel,Affectionate with Family,5
4998,Sussex Spaniel,Incredibly Kid Friendly Dogs,5
4999,Sussex Spaniel,Dog Friendly,5
5000,Sussex Spaniel,Friendly Toward Strangers,5
5001,Sussex Spaniel,Amount Of Shedding,3
5002,Sussex Spaniel,Drooling Potential,1
5003,Sussex Spaniel,Easy To Groom,4
5004,Sussex Spaniel,General Health,4
5005,Sussex Spaniel,Potential For Weight Gain,5
5006,Sussex Spaniel,Size,2
5007,Sussex Spaniel,Easy To Train,3
5008,Sussex Spaniel,Intelligence,5
5009,Sussex Spaniel,Potential For Mouthiness,2
5010,Sussex Spaniel,Prey Drive,1
5011,Sussex Spaniel,Tendency To Bark Or Howl,4
5012,Sussex Spaniel,Wanderlust Potential,1
5013,Sussex Spaniel,Energy Level,2
5014,Sussex Spaniel,Intensity,1
5015,Sussex Spaniel,Exercise Needs,2
5016,Sussex Spaniel,Potential For Playfulness,4
5017,Swedish Vallhund,Adapts Well to Apartment Living,3
5018,Swedish Vallhund,Good For Novice Owners,1
5019,Swedish Vallhund,Sensitivity Level,3
5020,Swedish Vallhund,Tolerates Being Alone,3
5021,Swedish Vallhund,Tolerates Cold Weather,4
5022,Swedish Vallhund,Tolerates Hot Weather,3
5023,Swedish Vallhund,Affectionate with Family,5
5024,Swedish Vallhund,Incredibly Kid Friendly Dogs,4
5025,Swedish Vallhund,Dog Friendly,3
5026,Swedish Vallhund,Friendly Toward Strangers,5
5027,Swedish Vallhund,Amount Of Shedding,4
5028,Swedish Vallhund,Drooling Potential,1
5029,Swedish Vallhund,Easy To Groom,5
5030,Swedish Vallhund,General Health,4
5031,Swedish Vallhund,Potential For Weight Gain,4
5032,Swedish Vallhund,Size,3
5033,Swedish Vallhund,Easy To Train,5
5034,Swedish Vallhund,Intelligence,5
5035,Swedish Vallhund,Potential For Mouthiness,2
5036,Swedish Vallhund,Prey Drive,4
5037,Swedish Vallhund,Tendency To Bark Or Howl,1
5038,Swedish Vallhund,Wanderlust Potential,3
5039,Swedish Vallhund,Energy Level,5
5040,Swedish Vallhund,Intensity,3
5041,Swedish Vallhund,Exercise Needs,5
5042,Swedish Vallhund,Potential For Playfulness,5
5043,Tibetan Mastiff,Adapts Well to Apartment Living,1
5044,Tibetan Mastiff,Good For Novice Owners,1
5045,Tibetan Mastiff,Sensitivity Level,5
5046,Tibetan Mastiff,Tolerates Being Alone,1
5047,Tibetan Mastiff,Tolerates Cold Weather,5
5048,Tibetan Mastiff,Tolerates Hot Weather,2
5049,Tibetan Mastiff,Affectionate with Family,5
5050,Tibetan Mastiff,Incredibly Kid Friendly Dogs,5
5051,Tibetan Mastiff,Dog Friendly,5
5052,Tibetan Mastiff,Friendly Toward Strangers,2
5053,Tibetan Mastiff,Amount Of Shedding,2
5054,Tibetan Mastiff,Drooling Potential,2
5055,Tibetan Mastiff,Easy To Groom,4
5056,Tibetan Mastiff,General Health,3
5057,Tibetan Mastiff,Potential For Weight Gain,4
5058,Tibetan Mastiff,Size,5
5059,Tibetan Mastiff,Easy To Train,1
5060,Tibetan Mastiff,Intelligence,5
5061,Tibetan Mastiff,Potential For Mouthiness,5
5062,Tibetan Mastiff,Prey Drive,3
5063,Tibetan Mastiff,Tendency To Bark Or Howl,2
5064,Tibetan Mastiff,Wanderlust Potential,3
5065,Tibetan Mastiff,Energy Level,4
5066,Tibetan Mastiff,Intensity,2
5067,Tibetan Mastiff,Exercise Needs,2
5068,Tibetan Mastiff,Potential For Playfulness,5
5069,Tibetan Spaniel,Adapts Well to Apartment Living,5
5070,Tibetan Spaniel,Good For Novice Owners,4
5071,Tibetan Spaniel,Sensitivity Level,5
5072,Tibetan Spaniel,Tolerates Being Alone,1
5073,Tibetan Spaniel,Tolerates Cold Weather,1
5074,Tibetan Spaniel,Tolerates Hot Weather,2
5075,Tibetan Spaniel,Affectionate with Family,5
5076,Tibetan Spaniel,Incredibly Kid Friendly Dogs,5
5077,Tibetan Spaniel,Dog Friendly,4
5078,Tibetan Spaniel,Friendly Toward Strangers,3
5079,Tibetan Spaniel,Amount Of Shedding,3
5080,Tibetan Spaniel,Drooling Potential,1
5081,Tibetan Spaniel,Easy To Groom,4
5082,Tibetan Spaniel,General Health,5
5083,Tibetan Spaniel,Potential For Weight Gain,3
5084,Tibetan Spaniel,Size,1
5085,Tibetan Spaniel,Easy To Train,4
5086,Tibetan Spaniel,Intelligence,4
5087,Tibetan Spaniel,Potential For Mouthiness,3
5088,Tibetan Spaniel,Prey Drive,3
5089,Tibetan Spaniel,Tendency To Bark Or Howl,4
5090,Tibetan Spaniel,Wanderlust Potential,3
5091,Tibetan Spaniel,Energy Level,3
5092,Tibetan Spaniel,Intensity,3
5093,Tibetan Spaniel,Exercise Needs,4
5094,Tibetan Spaniel,Potential For Playfulness,4
5095,Tibetan Terrier,Adapts Well to Apartment Living,5
5096,Tibetan Terrier,Good For Novice Owners,3
5097,Tibetan Terrier,Sensitivity Level,4
5098,Tibetan Terrier,Tolerates Being Alone,1
5099,Tibetan Terrier,Tolerates Cold Weather,4
5100,Tibetan Terrier,Tolerates Hot Weather,4
5101,Tibetan Terrier,Affectionate with Family,5
5102,Tibetan Terrier,Incredibly Kid Friendly Dogs,5
5103,Tibetan Terrier,Dog Friendly,4
5104,Tibetan Terrier,Friendly Toward Strangers,3
5105,Tibetan Terrier,Amount Of Shedding,1
5106,Tibetan Terrier,Drooling Potential,1
5107,Tibetan Terrier,Easy To Groom,1
5108,Tibetan Terrier,General Health,5
5109,Tibetan Terrier,Potential For Weight Gain,3
5110,Tibetan Terrier,Size,2
5111,Tibetan Terrier,Easy To Train,4
5112,Tibetan Terrier,Intelligence,4
5113,Tibetan Terrier,Potential For Mouthiness,2
5114,Tibetan Terrier,Prey Drive,2
5115,Tibetan Terrier,Tendency To Bark Or Howl,2
5116,Tibetan Terrier,Wanderlust Potential,3
